A,B,C,Livre,edge_AB,edge_AC,edge_BC,check,Clé_trio,Uniques?,Family_A,Color_A,Family_B,Color_B,Family_C,Color_C
Maple Syrup,Vanilla,Yogurt,II,Maple Syrup|Vanilla,Maple Syrup|Yogurt,Vanilla|Yogurt,TRUE,Maple Syrup|Vanilla|Yogurt,3,Sweet woody,#cf6a2d,Sulphurous ; Allium,#f8dc6a,Sour fruity,#f7cf4c
Maple Syrup,Pistachio,Vanilla,II,Maple Syrup|Pistachio,Maple Syrup|Vanilla,Pistachio|Vanilla,TRUE,Maple Syrup|Pistachio|Vanilla,3,Sweet woody,#cf6a2d,Light green,#65904b,Sulphurous ; Allium,#f8dc6a
Maple Syrup,Pistachio,Plum,II,Maple Syrup|Pistachio,Maple Syrup|Plum,Pistachio|Plum,TRUE,Maple Syrup|Pistachio|Plum,3,Sweet woody,#cf6a2d,Light green,#65904b,Prunus,#b8382f
Maple Syrup,Pistachio,Yogurt,II,Maple Syrup|Pistachio,Maple Syrup|Yogurt,Pistachio|Yogurt,TRUE,Maple Syrup|Pistachio|Yogurt,3,Sweet woody,#cf6a2d,Light green,#65904b,Sour fruity,#f7cf4c
Maple Syrup,Plum,Vanilla,II,Maple Syrup|Plum,Maple Syrup|Vanilla,Plum|Vanilla,TRUE,Maple Syrup|Plum|Vanilla,3,Sweet woody,#cf6a2d,Prunus,#b8382f,Sulphurous ; Allium,#f8dc6a
Maple Syrup,Peppercorn,Vanilla,II,Maple Syrup|Peppercorn,Maple Syrup|Vanilla,Peppercorn|Vanilla,TRUE,Maple Syrup|Peppercorn|Vanilla,3,Sweet woody,#cf6a2d,Spicy woody,#745156,Sulphurous ; Allium,#f8dc6a
Maple Syrup,Peppercorn,Pistachio,II,Maple Syrup|Peppercorn,Maple Syrup|Pistachio,Peppercorn|Pistachio,TRUE,Maple Syrup|Peppercorn|Pistachio,3,Sweet woody,#cf6a2d,Spicy woody,#745156,Light green,#65904b
Maple Syrup,Pecan,Sweet Potato,II,Maple Syrup|Pecan,Maple Syrup|Sweet Potato,Pecan|Sweet Potato,TRUE,Maple Syrup|Pecan|Sweet Potato,3,Sweet woody,#cf6a2d,Sweet woody,#cf6a2d,Sulphurous ; Allium,#f8dc6a
Maple Syrup,Pecan,Vanilla,II,Maple Syrup|Pecan,Maple Syrup|Vanilla,Pecan|Vanilla,TRUE,Maple Syrup|Pecan|Vanilla,3,Sweet woody,#cf6a2d,Sweet woody,#cf6a2d,Sulphurous ; Allium,#f8dc6a
Maple Syrup,Mushroom,Wholegrain Rice,II,Maple Syrup|Mushroom,Maple Syrup|Wholegrain Rice,Mushroom|Wholegrain Rice,TRUE,Maple Syrup|Mushroom|Wholegrain Rice,3,Sweet woody,#cf6a2d,Citrussy ; Sour fruity,#f3d45b,Caramel roasted,#e0d78f
Maple Syrup,Mushroom,Mustard,II,Maple Syrup|Mushroom,Maple Syrup|Mustard,Mushroom|Mustard,TRUE,Maple Syrup|Mushroom|Mustard,3,Sweet woody,#cf6a2d,Citrussy ; Sour fruity,#f3d45b,Cruciferous,#ea815b
Maple Syrup,Mushroom,Pine Nut,II,Maple Syrup|Mushroom,Maple Syrup|Pine Nut,Mushroom|Pine Nut,TRUE,Maple Syrup|Mushroom|Pine Nut,3,Sweet woody,#cf6a2d,Citrussy ; Sour fruity,#f3d45b,Sweet woody,#cf6a2d
Maple Syrup,Mushroom,Peppercorn,II,Maple Syrup|Mushroom,Maple Syrup|Peppercorn,Mushroom|Peppercorn,TRUE,Maple Syrup|Mushroom|Peppercorn,3,Sweet woody,#cf6a2d,Citrussy ; Sour fruity,#f3d45b,Spicy woody,#745156
Maple Syrup,Oat,Vanilla,II,Maple Syrup|Oat,Maple Syrup|Vanilla,Oat|Vanilla,TRUE,Maple Syrup|Oat|Vanilla,3,Sweet woody,#cf6a2d,Citrussy ; Sour fruity,#f3d45b,Sulphurous ; Allium,#f8dc6a
Maple Syrup,Oat,Pecan,II,Maple Syrup|Oat,Maple Syrup|Pecan,Oat|Pecan,TRUE,Maple Syrup|Oat|Pecan,3,Sweet woody,#cf6a2d,Citrussy ; Sour fruity,#f3d45b,Sweet woody,#cf6a2d
Maple Syrup,Oat,Yogurt,II,Maple Syrup|Oat,Maple Syrup|Yogurt,Oat|Yogurt,TRUE,Maple Syrup|Oat|Yogurt,3,Sweet woody,#cf6a2d,Citrussy ; Sour fruity,#f3d45b,Sour fruity,#f7cf4c
Maple Syrup,Oat,Plum,II,Maple Syrup|Oat,Maple Syrup|Plum,Oat|Plum,TRUE,Maple Syrup|Oat|Plum,3,Sweet woody,#cf6a2d,Citrussy ; Sour fruity,#f3d45b,Prunus,#b8382f
Maple Syrup,Sweet Potato,Vanilla,II,Maple Syrup|Sweet Potato,Maple Syrup|Vanilla,Sweet Potato|Vanilla,TRUE,Maple Syrup|Sweet Potato|Vanilla,3,Sweet woody,#cf6a2d,Sulphurous ; Allium,#f8dc6a,Sulphurous ; Allium,#f8dc6a
Melon,Orange,Strawberry,I,Melon|Orange,Melon|Strawberry,Orange|Strawberry,TRUE,Melon|Orange|Strawberry,3,Citrussy ; Zesty woody,#f3d45b,Citrussy ; Sour fruity,#f3d45b,Sulphurous ; Allium,#f8dc6a
Melon,Orange,Rose,I,Melon|Orange,Melon|Rose,Orange|Rose,TRUE,Melon|Orange|Rose,3,Citrussy ; Zesty woody,#f3d45b,Citrussy ; Sour fruity,#f3d45b,Floral Fruity,#c64557
Melon,Mint,Watermelon,I,Melon|Mint,Melon|Watermelon,Mint|Watermelon,TRUE,Melon|Mint|Watermelon,3,Citrussy ; Zesty woody,#f3d45b,Citrussy ; Zesty woody,#f3d45b,Fresh Fruity,#f2748b
Melon,Mint,Strawberry,I,Melon|Mint,Melon|Strawberry,Mint|Strawberry,TRUE,Melon|Mint|Strawberry,3,Citrussy ; Zesty woody,#f3d45b,Citrussy ; Zesty woody,#f3d45b,Sulphurous ; Allium,#f8dc6a
Melon,Mint,Orange,I,Melon|Mint,Melon|Orange,Mint|Orange,TRUE,Melon|Mint|Orange,3,Citrussy ; Zesty woody,#f3d45b,Citrussy ; Zesty woody,#f3d45b,Citrussy ; Sour fruity,#f3d45b
Mint,Orange,Strawberry,I,Mint|Orange,Mint|Strawberry,Orange|Strawberry,TRUE,Mint|Orange|Strawberry,3,Citrussy ; Zesty woody,#f3d45b,Citrussy ; Sour fruity,#f3d45b,Sulphurous ; Allium,#f8dc6a
Mint,Orange,Papaya,mixed,Mint|Orange,Mint|Papaya,Orange|Papaya,TRUE,Mint|Orange|Papaya,3,Citrussy ; Zesty woody,#f3d45b,Citrussy ; Sour fruity,#f3d45b,Citrussy ; Sour fruity,#f3d45b
Mint,Mushroom,Parsley,I,Mint|Mushroom,Mint|Parsley,Mushroom|Parsley,TRUE,Mint|Mushroom|Parsley,3,Citrussy ; Zesty woody,#f3d45b,Citrussy ; Sour fruity,#f3d45b,Citrussy ; Sour fruity,#f3d45b
Mint,Mushroom,Potato,I,Mint|Mushroom,Mint|Potato,Mushroom|Potato,TRUE,Mint|Mushroom|Potato,3,Citrussy ; Zesty woody,#f3d45b,Citrussy ; Sour fruity,#f3d45b,Sulphurous ; Cruciferous,#f8dc6a
Mint,Mushroom,Pine Nut,mixed,Mint|Mushroom,Mint|Pine Nut,Mushroom|Pine Nut,TRUE,Mint|Mushroom|Pine Nut,3,Citrussy ; Zesty woody,#f3d45b,Citrussy ; Sour fruity,#f3d45b,Sweet woody,#cf6a2d
Mint,Mushroom,Onion,I,Mint|Mushroom,Mint|Onion,Mushroom|Onion,TRUE,Mint|Mushroom|Onion,3,Citrussy ; Zesty woody,#f3d45b,Citrussy ; Sour fruity,#f3d45b,Citrussy ; Sour fruity,#f3d45b
Mint,Mushroom,Oily Fish,I,Mint|Mushroom,Mint|Oily Fish,Mushroom|Oily Fish,TRUE,Mint|Mushroom|Oily Fish,3,Citrussy ; Zesty woody,#f3d45b,Citrussy ; Sour fruity,#f3d45b,Citrussy ; Sour fruity,#f3d45b
Mint,Oily Fish,Parsley,I,Mint|Oily Fish,Mint|Parsley,Oily Fish|Parsley,TRUE,Mint|Oily Fish|Parsley,3,Citrussy ; Zesty woody,#f3d45b,Citrussy ; Sour fruity,#f3d45b,Citrussy ; Sour fruity,#f3d45b
Mint,Oily Fish,Pea,I,Mint|Oily Fish,Mint|Pea,Oily Fish|Pea,TRUE,Mint|Oily Fish|Pea,3,Citrussy ; Zesty woody,#f3d45b,Citrussy ; Sour fruity,#f3d45b,Green & Grassy,#a8b170
Mint,Oily Fish,Potato,I,Mint|Oily Fish,Mint|Potato,Oily Fish|Potato,TRUE,Mint|Oily Fish|Potato,3,Citrussy ; Zesty woody,#f3d45b,Citrussy ; Sour fruity,#f3d45b,Sulphurous ; Cruciferous,#f8dc6a
Mint,Oily Fish,Onion,I,Mint|Oily Fish,Mint|Onion,Oily Fish|Onion,TRUE,Mint|Oily Fish|Onion,3,Citrussy ; Zesty woody,#f3d45b,Citrussy ; Sour fruity,#f3d45b,Citrussy ; Sour fruity,#f3d45b
Mint,Raspberry,Strawberry,I,Mint|Raspberry,Mint|Strawberry,Raspberry|Strawberry,TRUE,Mint|Raspberry|Strawberry,3,Citrussy ; Zesty woody,#f3d45b,Floral Fruity,#c64555,Sulphurous ; Allium,#f8dc6a
Mint,Peanut,Potato,I,Mint|Peanut,Mint|Potato,Peanut|Potato,TRUE,Mint|Peanut|Potato,3,Citrussy ; Zesty woody,#f3d45b,Roasted,#42211a,Sulphurous ; Cruciferous,#f8dc6a
Mint,Onion,Pea,I,Mint|Onion,Mint|Pea,Onion|Pea,TRUE,Mint|Onion|Pea,3,Citrussy ; Zesty woody,#f3d45b,Citrussy ; Sour fruity,#f3d45b,Green & Grassy,#a8b170
Mint,Onion,Potato,I,Mint|Onion,Mint|Potato,Onion|Potato,TRUE,Mint|Onion|Potato,3,Citrussy ; Zesty woody,#f3d45b,Citrussy ; Sour fruity,#f3d45b,Sulphurous ; Cruciferous,#f8dc6a
Mint,Onion,Orange,I,Mint|Onion,Mint|Orange,Onion|Orange,TRUE,Mint|Onion|Orange,3,Citrussy ; Zesty woody,#f3d45b,Citrussy ; Sour fruity,#f3d45b,Citrussy ; Sour fruity,#f3d45b
Mint,Parsley,Potato,I,Mint|Parsley,Mint|Potato,Parsley|Potato,TRUE,Mint|Parsley|Potato,3,Citrussy ; Zesty woody,#f3d45b,Citrussy ; Sour fruity,#f3d45b,Sulphurous ; Cruciferous,#f8dc6a
Mint,Pea,Potato,I,Mint|Pea,Mint|Potato,Pea|Potato,TRUE,Mint|Pea|Potato,3,Citrussy ; Zesty woody,#f3d45b,Green & Grassy,#a8b170,Sulphurous ; Cruciferous,#f8dc6a
Mint,Papaya,Tamarind,II,Mint|Papaya,Mint|Tamarind,Papaya|Tamarind,TRUE,Mint|Papaya|Tamarind,3,Citrussy ; Zesty woody,#f3d45b,Citrussy ; Sour fruity,#f3d45b,Sulphurous ; Allium,#f8dc6a
Miso,Vanilla,Wholegrain Rice,II,Miso|Vanilla,Miso|Wholegrain Rice,Vanilla|Wholegrain Rice,TRUE,Miso|Vanilla|Wholegrain Rice,3,Citrussy ; Sour fruity,#f3d45b,Sulphurous ; Allium,#f8dc6a,Caramel roasted,#e0d78f
Miso,Vanilla,Yogurt,II,Miso|Vanilla,Miso|Yogurt,Vanilla|Yogurt,TRUE,Miso|Vanilla|Yogurt,3,Citrussy ; Sour fruity,#f3d45b,Sulphurous ; Allium,#f8dc6a,Sour fruity,#f7cf4c
Miso,Sesame,Wholegrain Rice,II,Miso|Sesame,Miso|Wholegrain Rice,Sesame|Wholegrain Rice,TRUE,Miso|Sesame|Wholegrain Rice,3,Citrussy ; Sour fruity,#f3d45b,Nutty milky,#bdcab1,Caramel roasted,#e0d78f
Miso,Sesame,Vanilla,II,Miso|Sesame,Miso|Vanilla,Sesame|Vanilla,TRUE,Miso|Sesame|Vanilla,3,Citrussy ; Sour fruity,#f3d45b,Nutty milky,#bdcab1,Sulphurous ; Allium,#f8dc6a
Miso,Sesame,Yogurt,II,Miso|Sesame,Miso|Yogurt,Sesame|Yogurt,TRUE,Miso|Sesame|Yogurt,3,Citrussy ; Sour fruity,#f3d45b,Nutty milky,#bdcab1,Sour fruity,#f7cf4c
